Article Title,Author Keywords,Publication Date,Publication Year,
"RETRACTION: Bucco-Lingual Crestal Bone Changes Around Implants Immediately Placed in Fresh Extraction Sockets in Association or not With Porcine Bone: A Non-Blinded Randomized Controlled Trial in Humans (Retraction of Vol 29, 10.1902/JOP.2012.120396, 2012)",,DEC,2017,
"Chronic Periodontal Disease, Periodontal Pathogen Colonization, and Increased Risk of Precancerous Gastric Lesions",Microbiology; microbiota; periodontal diseases; precancerous conditions; risk factors,NOV,2017,
Gingival Inflammation and Salivary or Serum Granulocyte-Secreted Enzymes in Patients With Polycystic Ovary Syndrome,Gingivitis; leukocyte elastase; matrix metalloproteinases; peroxidase; polycystic ovary syndrome,NOV,2017,
Patient-Centered Perspectives and Understanding of Peri-Implantitis,Dental implants; patient education as topic; patient reported outcome measures; peri-implantitis; quality of life,NOV,2017,
Gingival Perfusion and Tissue Biomarkers During Early Healing of Postextraction Regenerative Procedures: A Prospective Case Series,Alveolar bone loss; gingiva; guided tissue regeneration; tooth extraction; wound healing,NOV,2017,
The One Abutment-One Time Protocol: A Systematic Review and Meta-Analysis,Dental abutments; dental implants; dental implant-abutment design; meta-analysis as topic; review literature as topic,NOV,2017,
Autologous Platelet-Rich Fibrin in the Treatment of 3-Wall Intrabony Defects in Aggressive Periodontitis: A Randomized Controlled Clinical Trial,Aggressive periodontitis; clinical trial,NOV,2017,
Platelet-Rich Fibrin in Regeneration of Intrabony Defects: A Randomized Controlled Trial,Chronic periodontitis; clinical attachment level; growth factors; regeneration; probing depth; wound healing,NOV,2017,
Influence of Implant Neck Surface and Placement Depth on Crestal Bone Changes Around Platform-Switched Implants: A Clinical and Radiographic Study in Dogs,Animals; bone remodeling; dental implant-abutment design; radiography; surface properties,NOV,2017,
Effects of an Erbium: Yttrium-Aluminum-Garnet Laser and Ultrasonic Scaler on Titanium Dioxide-Coated Titanium Surfaces Contaminated With Subgingival Plaque: An In Vitro Study to Assess Post-Treatment Biocompatibility With Osteogenic Cells,Dental implants; dental scaling; histocompatibility; lasers; solid state; peri-implantitis,NOV,2017,
Viability and Osteogenic Differentiation of Human Periodontal Ligament Progenitor Cells Are Maintained After Incubation With Porphyromonas gingivalis Protein Extract,Cell biology; cytokines; gene expression; host-pathogen interactions; regeneration,NOV,2017,
MicroRNA-126 Regulates Inflammatory Cytokine Secretion in Human Gingival Fibroblasts Under High Glucose via Targeting Tumor Necrosis Factor Receptor Associated Factor 6,Diabetes mellitus; fibroblasts; immunity; innate; inflammation; microRNAs; periodontitis,NOV,2017,
The Influence of a Bifidobacterium animalis Probiotic on Gingival Health: A Randomized Controlled Clinical Trial,Bifidobacterium; Bifidobacterium animalis; gingivitis; probiotics; yogurt,NOV,2017,
Investigation of a Novel Predictive Biomarker Profile for the Outcome of Periodontal Treatment,Gingival crevicular fluid; microbiology; periodontitis; prognosis,NOV,2017,
Local Injection of Hyaluronic Acid Filler Improves Open Gingival Embrasure: Validation Through a Rat Model,Biocompatible materials; gingiva; orthodontics; research design; tooth movement techniques,NOV,2017,
Signal-Regulated Protein Kinases/Protein Kinase B-p53-BH3-Interacting Domain Death Agonist Pathway Regulates Gingipain-Induced Apoptosis in Osteoblasts,Apoptosis; BH3 interacting domain death agonist protein; chronic periodontitis; osteoblasts; Porphyromonas gingivalis,NOV,2017,
Cone-Beam Computed Tomography and Interdisciplinary Dentofacial Therapy: An American Academy of Periodontology Best Evidence Review Focusing on Risk Assessment of the Dentoalveolar Bone Changes Influenced by Tooth Movement,Alveolar bone; cone-beam computed tomography; evidence-based dentistry; imaging; three-dimensional; periodontics; tooth movement techniques; surgical procedures; operative,OCT,2017,
When Is Cone-Beam Computed Tomography Imaging Appropriate for Diagnostic Inquiry in the Management of Inflammatory Periodontitis? An American Academy of Periodontology Best Evidence Review,Alveolar bone loss; cone-beam computed tomography; furcation defects; imaging; three-dimensional; periodontal disease; periodontitis,OCT,2017,
Effect of Non-Surgical Periodontal Therapy Along With Myo-Inositol on High-Sensitivity C-Reactive Protein and Insulin Resistance in Women With Polycystic Ovary Syndrome and Chronic Periodontitis: A Randomized Controlled Trial,C-reactive protein; dental scaling; inflammation; insulin resistance; periodontitis; polycystic ovary syndrome,OCT,2017,
Efficacy of 1% Metformin Gel in Patients With Moderate and Severe Chronic Periodontitis: A Randomized Controlled Clinical Trial,Drug delivery systems; metformin; periodontal pocket; periodontal regeneration; periodontitis,OCT,2017,
Relationship Between Periodontal Screening and Recording Index Scores and Need for Periodontal Access Surgery,Diagnosis; periodontitis; surgical procedures; operative; therapeutics,OCT,2017,
Association Between Periodontitis and Amyloid beta Peptide in Elderly People With and Without Cognitive Impairment,Amyloid beta-peptides; cognitive dysfunction; dementia; oral health; periodontal diseases.,OCT,2017,
Microbiota Analysis of Biofilms on Experimental Abutments Mimicking Dental Implants: An In Vivo Model,Bacteria; biofilms; dental abutments; dental implants; microbiology; microbiota,OCT,2017,
Identification of MicroRNAs by Microarray Analysis and Prediction of Target Genes Involved in Osteogenic Differentiation of Human Periodontal Ligament Stem Cells,Cell differentiation; genes; microRNAs; osteogenesis; periodontal ligament; stem cells,OCT,2017,
Metformin Inhibits Porphyromonas gingivalis Lipopolysaccharide-Influenced Inflammatory Response in Human Gingival Fibroblasts via Regulating Activating Transcription Factor-3 Expression,Activating transcription factor 3; anti-inflammatory agents; cytokines; diabetes mellitus; fibroblasts; periodontitis,OCT,2017,
Osteoblast Progenitors Enhance Osteogenic Differentiation of Periodontal Ligament Stem Cells,Cell differentiation; coculture techniques; osteoblasts; periodontal ligament; stem cells,OCT,2017,
Cone-Beam Computed Tomography: An Essential Technology for Management of Complex Periodontal and Implant Cases,Cone-beam computed tomography; consensus; dental implants; orthodontics; periodontal diseases; radiation exposure,OCT,2017,
American Academy of Periodontology Best Evidence Consensus Statement on Selected Oral Applications for Cone-Beam Computed Tomography,Cone-beam computed tomography; consensus; dental implants; orthodontics; periodontal diseases; radiation exposure,OCT,2017,
The Use of Cone-Beam Computed Tomography in Management of Patients Requiring Dental Implants: An American Academy of Periodontology Best Evidence Review,Cone-beam computed tomography; dental implants; diagnostic imaging; oral surgical procedures; sinus floor augmentation; surgery; computer-assisted,OCT,2017,
Periodontitis Prevalence and Severity in Adults: A Cross-Sectional Study in Norwegian Circumpolar Communities,Alveolar bone loss; arctic regions; dental health surveys; epidemiology; periodontitis,OCT,2017,
Association of Preventive Maintenance Therapy Compliance and Peri-Implant Diseases: A Cross-Sectional Study,Dental implants; maintenance; mucositis; peri-implantitis; periodontitis; risk factors,OCT,2017,
"Comparison of Periodontal Parameters and Self-Perceived Oral Symptoms Among Cigarette Smokers, Individuals Vaping Electronic Cigarettes, and Never-Smokers",Dental plaque index; electronic cigarettes; periodontal index; periodontal pocket; smoking; tooth loss,OCT,2017,
Microbiome and Microbial Biofilm Profiles of Peri-Implantitis: A Systematic Review,Chronic periodontitis; dental implants; genome; microbial; gram-positive rods; microbiota; peri-implantitis,OCT,2017,
Re: Is There Clinical Benefit From Using a Diode or Neodymium: Yttrium-Aluminum-Garnet Laser in the Treatment of Periodontitis? Cobb CM.,,SEP,2017,
Simultaneous Detection of Oral Pathogens in Subgingival Plaque and Prostatic Fluid of Men With Periodontal and Prostatic Diseases,Genetics; microbial; periodontics; periodontitis; systemic disease,SEP,2017,
The Number of Teeth Is Inversely Associated With Metabolic Syndrome: A Korean Nationwide Population-Based Study,Epidemiology; metabolic syndrome; nutrition surveys; syndrome; tooth loss,SEP,2017,
Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial,Clinical trials as topic; guided tissue regeneration; periodontal regeneration; periodontitis; surgical procedures; operative,SEP,2017,
Implant Patient Compliance Varies by Periodontal Treatment History,Dental implants; patient compliance; periodontitis,SEP,2017,
Photometric CIELAB Analysis of the Gingiva: A Novel Approach to Assess Response to Periodontal Therapy,Chronic periodontitis; color; gingivitis; periodontal index,SEP,2017,
"Histologic Evaluation of Wound Healing After Ridge Preservation With Cortical, Cancellous, and Combined Cortico-Cancellous Freeze-Dried Bone Allograft: A Randomized Controlled Clinical Trial",Alveolar bone grafting; alveolar bone loss; bone resorption; bone transplantation; dental implants; tooth extraction,SEP,2017,
Periodontal Referral Patterns in Australia: 2000 Versus 2015,Periodontal diseases; referral and consultation,SEP,2017,
Soft Tissue Changes Around Immediately Placed Implants: A Systematic Review and Meta-Analyses With at Least 12 Months of Follow-Up After Functional Loading,Dental implants; esthetics; gingival recession; meta-analysis; review,SEP,2017,
Impact of Docosahexaenoic Acid Therapy on Subgingival Plaque Microbiota,Docosahexaenoic acids; fatty acids; omega-3; inflammation; microbiota; periodontitis,SEP,2017,
Effects of Recombinant Human Bone Morphogenetic Protein-2 on Vertical Bone Augmentation in a Canine Model,Alveolar ridge augmentation; biocompatible materials; bone regeneration; dental implants,SEP,2017,
The Circular RNA Landscape of Periodontal Ligament Stem Cells During Osteogenesis,Osteogenesis; periodontal ligament; RNA; stem cells; untranslated,SEP,2017,
Influence of rs2228570 on Transcriptional Activation by the Vitamin D Receptor in Human Gingival Fibroblasts and Periodontal Ligament Cells,Periodontium; polymorphism; single nucleotide; receptors; calcitriol; transcriptional activation,SEP,2017,
Glycated Collagen Stimulates Differentiation of Gingival Myofibroblasts,Aging; collagen; connective tissue; diabetes mellitus; fibroblasts; fibrosis,SEP,2017,
"Immature, but Not Mature, Dendritic Cells Are More Often Present in Aggressive Periodontitis Than Chronic Periodontitis: An Immunohistochemical Study (vol 87, pg 1499, 2016)",,SEP,2017,
Collaborative Cross Mouse Population for Studying Alveolar Bone Changes and Impaired Glucose Tolerance Comorbidity After High-Fat Diet Consumption,Alveolar bone loss; comorbidity; diabetes mellitus; type 2; mice; periodontitis,SEP,2017,
Risk of Periodontal Disease in Patients With Asthma: A Nationwide Population-Based Retrospective Cohort Study,Asthma; cohort studies; periodontal diseases; retrospective studies,AUG,2017,
Biomarkers and Bacteria Around Implants and Natural Teeth in the Same Individuals,Biomarkers; cytokines; dental implants; peri-implantitis; periodontitis,AUG,2017,
Influence of Apico-Coronal Implant Placement on Post-Surgical Crestal Bone Loss in Humans,Bone remodeling; bone resorption; dental implants; osseointegration; radiography; review literature as topic,AUG,2017,
Advantages of Autologous Platelet-Rich Fibrin Membrane on Gingival Crevicular Fluid Growth Factor Levels and Periodontal Healing: A Randomized Split-Mouth Clinical Study,Intercellular signaling peptides and proteins; periodontitis; wound healing,AUG,2017,
"Periodontitis and Endothelial Dysfunction: Periodontal Clinical Parameters and Levels of Salivary Markers Interleukin-1 beta, Tumor Necrosis Factor-alpha, Matrix Metalloproteinase-2, Tissue Inhibitor of Metalloproteinases-2 Complex, and Nitric Oxide",Cardiovascular diseases; cytokines; endothelium; vascular; periodontitis,AUG,2017,
Resveratrol Inhibits Periodontitis-Related Bone Loss in Rats Subjected to Cigarette Smoke Inhalation,Alveolar bone loss; anti-inflammatory agents; periodontitis; plants; smoking,AUG,2017,
Standardized Rat Model Testing Effects of Inflammation and Grafting on Extraction Healing,Bone remodeling; inflammation; rats; tooth extraction,AUG,2017,
Leptin Overexpression in Bone Marrow Stromal Cells Promotes Periodontal Regeneration in a Rat Model of Osteoporosis,Genetic therapy; guided tissue regeneration; leptin; mesenchymal stromal cell; osteoporosis,AUG,2017,
"2016 Research Forum Poster Session and Competition: Finalists and Posters (vol 88, pg e88, 2017)",,AUG,2017,
A Sialidase-Deficient Porphyromonas gingivalis Mutant Strain Induces Less Interleukin-1 beta and Tumor Necrosis Factor-alpha in Epi4 Cells Than W83 Strain Through Regulation of c-Jun N-Terminal Kinase Pathway,Epithelial cells; gingiva; JNK mitogen-activated protein kinases; neuraminidase; Porphyromonas gingivalis,AUG,2017,
Salivary Colony Stimulating Factor-1 and Interleukin-34 in Periodontal Disease,Gingivitis; inflammation; innate immune response; intercellular signaling peptides and proteins; periodontitis; saliva,AUG,2017,
Targeting Underlying Biologic Mechanisms in Selecting Adjunctive Therapies to Improve Periodontal Treatment in Smokers: A Commentary,Biomarkers; cytokines; periodontal diseases; periodontitis; smoking,AUG,2017,
Effect of Intensive Periodontal Therapy on Blood Pressure and Endothelial Microparticles in Patients With Prehypertension and Periodontitis: A Randomized Controlled Trial,Cardiovascular diseases; clinical trials as topic; periodontitis,AUG,2017,
Prediction of Periodontitis Occurrence: Influence of Classification and Sociodemographic and General Health Information,Cohort studies; epidemiology; forecasting; incidence; periodontal diseases; periodontitis,AUG,2017,
The Effect of Parenting Practices on the Severity of Gingival Bleeding in Children,Child; gingivitis; health behavior; oral hygiene; parenting; social class,AUG,2017,
"Re: Increased Periodontal Attachment Loss in Patients With Systemic Sclerosis. Pischon N, Hoedke D, Kurth S, et al. (J Periodontol 2016;87:763-771.)",,JUL,2017,
Furcation Therapy With Enamel Matrix Derivative: Effects on the Subgingival Microbiome,Bacteria; dental enamel proteins; furcation defects; high-throughput nucleotide sequencing; periodontitis; RNA; ribosomal; 16S,JUL,2017,
Long-Term Stability of Root Coverage by Coronally Advanced Flap Procedures,Biocompatible materials; collagen; gingival recession; tissues regeneration; tooth root,JUL,2017,
Biologic Remodeling of Periodontal Dimensions of Areas Treated With Gingival Augmentation Procedure: A 25-Year Follow-Up Observation,Gingiva; gingival recession; oral surgical procedures; tooth root; transplants,JUL,2017,
Subgingival Microbiota in White Patients With Desquamative Gingivitis: A Cross-Sectional Study,Aggregatibacter actinomycetemcomitans; cross-sectional studies; Eikenella corrodens; Fusobacterium nucleatum; gingival diseases; polymerase chain reaction,JUL,2017,
Influence of Laser-Microtextured Surface Collar on Marginal Bone Loss and Peri-Implant Soft Tissue Response: A Systematic Review and Meta-Analysis,Alveolar bone loss; dental implants; evidence-based dentistry; meta-analysis as topic; review literature as topic,JUL,2017,
Common Polymorphisms in IFI16 and AIM2 Genes Are Associated With Periodontal Disease,Genetics; immunity; innate; periodontitis; polymorphism; genetic,JUL,2017,
"Modifications in Human Oral Fibroblast Ultrastructure, Collagen Production, and Lysosomal Compartment in Response to Electronic Cigarette Fluids","Electronic cigarettes; fibroblasts; lysosomes; microscopy, electron; nicotine",JUL,2017,
Impact of Partial-Mouth Periodontal Examination Protocols on the Association Between Gingival Bleeding and Oral Health-Related Quality of Life in Adolescents,Adolescent; clinical protocols; epidemiology; gingivitis; oral health; quality of life,JUL,2017,
Interleukin-12 Induces Receptor Activator of Nuclear Factor-Kappa B Ligand Expression by Human Periodontal Ligament Cells,Bone remodeling; bone resorption; interleukin-12 periodontitis; RANK ligand,JUL,2017,
Carvacrol Ameliorates Ligation-Induced Periodontitis in Rats,Cytokines; inflammation; interleukins; matrix metalloproteinases; nitric oxide synthase type II; periodontitis,JUL,2017,
"Salmeterol, a Long-Acting beta 2-Adrenergic Receptor Agonist, Inhibits Macrophage Activation by Lipopolysaccharide From Porphyromonas gingivalis",Cytokines; monocytes; NF-kappa B; nitric oxide; periodontitis; Toll-like receptors,JUL,2017,
Videoscope Assisted Minimally Invasive Surgery (VMIS): 36-Month Results,Endoscopes; minimally invasive surgical procedures; periodontics; regeneration,JUN,2017,
Long-Term Stability After Regenerative Treatment of Infrabony Defects: A Retrospective Case Series,Enamel matrix proteins; guided tissue regeneration; periodontal; periodontal attachment loss; periodontitis; secondary prevention; surgical procedures; operative,JUN,2017,
Association Between Sinus Membrane Thickness and Membrane Perforation in Lateral Window Sinus Augmentation: A Retrospective Study,Cone-beam computed tomography; dental implants; maxillary sinus; nasal mucosa; retrospective studies; sinus floor augmentation,JUN,2017,
Graft-Free Maxillary Sinus Floor Elevation: A Systematic Review and Meta-Analysis,Alveolar bone loss; bone regeneration; bone substitutes; dental implants; sinus floor augmentation; systematic review,JUN,2017,
"Environmental Tobacco Smoke and Periodontitis in United States Non-Smokers, 2009 to 2012",Cotinine; environmental exposure; epidemiology; United States; periodontitis; smoking,JUN,2017,
A Clinical Validation of Self-Reported Periodontitis Among Participants in the Black Women's Health Study,Epidemiology; minority health; periodontitis; self report; validation studies as topic; women's health,JUN,2017,
Assessing Bone Type of Implant Recipient Sites by Stereomicroscopic Observation of Bone Core Specimens: A Comparison With the Assessment Using Dental Radiography,Bone density; dental implants; diagnostic imaging; radiology,JUN,2017,
"102nd Annual Meeting of the American Academy of Periodontology, San Diego, CA, USA, September 10-13, 2016 Abstracts",,JUN,2017,
"Macrophages Play a Key Role in the Obesity-Induced Periodontal Innate Immune Dysfunction via Nucleotide-Binding Oligomerization Domain-Like Receptor Protein 3 Pathway (vol 87, pg 1195, 2016)",,JUN,2017,
"Crosstalk Between Human Monocytic U937 Cells and Gingival Fibroblasts in Coculturally Enhanced Matrix Metalloproteinase-2 Expression (vol 87, pg 1228, 2016)",,JUN,2017,
Antibacterial Effect of Synthetic Peptide LyeTxI and LyeTxI/beta-Cyclodextrin Association Compound Against Planktonic and Multispecies Biofilms of Periodontal Pathogens,Antimicrobial cationic peptides; biofilms; cyclodextrins; Fusobacterium; periodontitis; Porphyromonas,JUN,2017,
Postoperative Weight Loss Masks Metabolic Impacts of Periodontitis in Obese Rodents,Dyslipidemias; insulin resistance; metabolism; obesity; periodontal diseases; weight loss,JUN,2017,
A Translational Medicine Approach to Tooth Transplantation,Oral surgical procedures; orthodontics; periodontal ligament; translational medicine; transplantation,JUN,2017,
Association Between Asthma and Periodontitis: Results From the Korean National Health and Nutrition Examination Survey,Association; asthma; epidemiology; periodontitis,JUN,2017,
Impact of Periodontitis Case Criteria: A Cross-Sectional Study of Lifestyle,Diagnosis; epidemiology; obesity; periodontitis; risk factors; smoking,JUN,2017,
"To the Editor: Re: Is Trying to Quit Associated With Tooth Loss and Delayed Yearly Dental Visit Among Smokers? Results of the 2014 Behavioral Risk Factor Surveillance System. ALHarthi SS, Al-Motlag SK, Wahi MM. (J Periodontol 2017; 88: 34-49.)",,MAY,2017,
"Is Trying to Quit Associated With Tooth Loss and Delayed Yearly Dental Visit Among Smokers? Results of the 2014 Behavioral Risk Factor Surveillance System. ALHarthi SS, Al-Motlag SK, Wahi MM. (J Periodontol 2017; 88:34-49.) Response",,MAY,2017,
Treatment of Non-Contained Infrabony Defects With Enamel Matrix Derivative Alone or in Combination With Biphasic Calcium Phosphate Bone Graft: A 12-Month Randomized Controlled Clinical Trial,Bone transplantation; enamel matrix derivative; periodontal diseases; regeneration,MAY,2017,
Increased Levels of Dissolved Titanium Are Associated With Peri-Implantitis - A Cross-Sectional Study,Biofilms; corrosion; dental implants; peri-implantitis; titanium,MAY,2017,
Does Obstructive Sleep Apnea Increase the Risk for Periodontal Disease? A Case-Control Study,Cytokines; gingival crevicular fluid; periodontitis; sleep apnea,MAY,2017,
Influence of Non-Impacted Third Molars on Pathologies of Adjacent Second Molars: A Retrospective Study,"Dental caries; molar; molar, third; periodontitis; radiography; panoramic; root resorption",MAY,2017,
Association of Serum Triglyceride Level and Gemfibrozil Consumption With Periodontal Status,Cardiovascular diseases; gemfibrozil; hyperlipidemias; hypertriglyceridemia; periodontal diseases; risk factors,MAY,2017,
The Proteasome Inhibitor Bortezomib Inhibits Inflammatory Response of Periodontal Ligament Cells and Ameliorates Experimental Periodontitis in Rats,Anti-inflammatory agents; bone resorption; cell biology; periodontal ligament; periodontitis; proteasome inhibitors,MAY,2017,
"Erbium, Chromium: Yttrium-Scandium-Gallium-Garnet Laser Effectively Ablates Single-Species Biofilms on Titanium Disks Without Detectable Surface Damage",Biofilms; decontamination; lasers; Porphyromonas gingivalis; titanium,MAY,2017,
Porphyromonas gingivalis CapsuleMediated Coaggregation as a Virulence Factor in Mixed Infection With Fusobacterium nucleatum,Allergy and immunology; host-parasite interactions,MAY,2017,
Antimicrobial Effects of Mastic Extract Against Oral and Periodontal Pathogens,Anti-infective agents; cell survival; disk diffusion antimicrobial tests; mastic resin; periodontal diseases; pistacia,MAY,2017,
Pilot Study on the Genetic Background of an Active Matrix Metalloproteinase-8 Test in Finnish Adolescents,Adolescent; genes; matrix metalloproteinases; periodontitis,MAY,2017,
"Effect of Non-Surgical Periodontal Treatment on Gingival Crevicular Fluid and Serum Endocan, Vascular Endothelial Growth Factor-A, and Tumor Necrosis Factor-Alpha Levels",Aftercare; endocan proteins; gingival crevicular fluid; periodontal diseases; tumor necrosis factor-alpha; vascular endothelial growth factor a,MAY,2017,
"Thorkild Karring, Dr. Odont. In Memoriam",,APR,2017,
Re: Allergic Rhinitis Is Associated With Periodontitis: A Population-Based Study Response,,APR,2017,
Re: Allergic Rhinitis Is Associated With Periodontitis: A Population-Based Study,,APR,2017,
2-Year Assessment of Tissue Biostimulation With Low-Level Laser on the Outcomes of Connective Tissue Graft in the Treatment of Single Gingival Recession: A Randomized Clinical Trial,Esthetics; gingival recession; low-level light therapy,APR,2017,
Narrow- (3.0 mm) Versus Standard-Diameter (4.0 and 4.5 mm) Implants for Splinted Partial Fixed Restoration of Posterior Mandibular and Maxillary Jaws: A 5-Year Retrospective Cohort Study,Dental implants; osseointegration; prosthodontics,APR,2017,
The Effect of Locally Delivered Statins on Treating Periodontal Intrabony Defects: A Systematic Review and Meta-Analysis,Alveolar bone loss; hydroxymethylglutaryl-CoA reductase inhibitors; meta-analysis as topic; periodontitis; review literature as topic,APR,2017,
Strain-Specific Impact of Fusobacterium nucleatum on Neutrophil Function,Apoptosis; cytokines; Fusobacterium nucleatum; neutrophils; phagocytosis; superoxides,APR,2017,
Comparison of Two Different Sampling Methods for Subgingival Plaque: Subgingival Paper Points or Mouthrinse Sample,Aggregatibacter actinomycetemcomitans; aggressive periodontitis; chronic periodontitis; polymerase chain reaction; Porphyromonas gingivalis; saliva,APR,2017,
Parameters That Improve Cleaning Efficiency of Subgingival Air Polishing on Titanium Implant Surfaces: An In Vitro Study,"Air abrasion, dental; dental implants; dental instruments; peri-implantitis; plaque removal; titanium",APR,2017,
2016 Balint Orban Memorial Program Abstracts,,APR,2017,
Occurrence of Progressive Bone Loss Around Anodized Surface Implants and Resorbable Blasting Media Implants: A Retrospective Cohort Study,"Alveolar bone loss; dental implants; logistic regression; radiography, dental; retrospective study; survival analysis",APR,2017,
Effect of a Connective Tissue Graft in Combination With a Single Flap Approach in the Regenerative Treatment of Intraosseous Defects,Alveolar bone loss; enamel matrix proteins; gingival recession; periodontitis; reconstructive surgical procedures; surgical flaps,APR,2017,
Cross-Sectional Evaluation of Periodontal Status and Microbiologic and Rheumatoid Parameters in a Large Cohort of Patients With Rheumatoid Arthritis,Arthritis; rheumatoid; bacteremia; biofilms; citrulline; periodontitis; Porphyromonas gingivalis,APR,2017,
Fluvastatin Inhibits Osteoclast Differentiation and Porphyromonas gingivalis Lipopolysaccharide-Induced Alveolar Bone Erosion in Mice,Alveolar bone loss; cell differentiation; osteoclasts; statins,APR,2017,
"Re: Prevalence, Etiology and Treatment of Peri-implant Mucositis and Peri-implantitis: A Survey of Periodontists in the United States. Papathanasiou E, Finkelman M, Hanley J, Parashis AO. (J Periodontol 2016; 87: 493-501.)",,MAR,2017,
"Re: Prevalence, Etiology and Treatment of Peri-implant Mucositis and Peri-implantitis: A Survey of Periodontists in the United States. Papathanasiou E, Finkelman M, Hanley J, Parashis AO. (J Periodontol 2016; 87: 493-501.) Response",,MAR,2017,
1.2% Rosuvastatin and 1.2% Atorvastatin Gel Local Drug Delivery and Redelivery in the Treatment of Class II Furcation Defects: A Randomized Controlled Clinical Trial,Clinical trial; dental scaling; hydroxymethylglutaryl-CoA reductase inhibitors; periodontitis; root planing; statins,MAR,2017,
Correlation of Periodontal Disease With Inflammatory Arthritis in the Time Before Modern Medical Intervention,Arthritis; rheumatoid; chondrocalcinosis; hyperostosis; diffuse idiopathic skeletal; periodontal diseases; spondyloarthropathies; tooth loss,MAR,2017,
In Vitro Biofilm Formation on Titanium and Zirconia Implant Surfaces,Bacterial adhesion; biofilms; ceramics; dental implants; dental materials; titanium,MAR,2017,
"102nd Annual Meeting of the American Academy of Periodontology, San Diego, CA, USA, September 10-13, 2016 Abstracts",,MAR,2017,
Epithelial Cells Secrete Interferon-gamma Which Suppresses Expression of Receptor Activator of Nuclear Factor Kappa-B Ligand in Human Mandibular Osteoblast-Like Cells,Bone remodeling; bone resorption; epithelial cells; interferon-gamma; osteoblast; RANK ligand,MAR,2017,
Evaluation of Healing at Molar Extraction Sites With and Without Ridge Preservation: A Randomized Controlled Clinical Trial,Allografts; bone; cone beam computed tomography; dental implants; molar; tooth extraction,MAR,2017,
Mandibular Degree II Furcation Defects Treatment With Platelet-Rich Fibrin and 1% Alendronate Gel Combination: A Randomized Controlled Clinical Trial,Alendronate; chronic periodontitis; furcation defects; growth factors; osteoclasts; regeneration,MAR,2017,
Relationship Between Frequent Recreational Cannabis (Marijuana and Hashish) Use and Periodontitis in Adults in the United States: National Health and Nutrition Examination Survey 2011 to 2012,Cannabis; nutrition surveys; periodontitis; tobacco use,MAR,2017,
Relationship Between Implant Stability Measurements Obtained by Two Different Devices: A Systematic Review,Bone-implant interface; dental implants; osseointegration prosthesis implantation; review,MAR,2017,
Proteolytic Mediators in Gestational Diabetes Mellitus and Gingivitis,Diabetes; gestational; gingivitis; gingival crevicular fluid; matrix metalloproteinases; saliva; serum,MAR,2017,
Comparative Analysis of User-Generated Online Yelp Reviews for Periodontal Practices in Multiple Metropolitan Markets,Marketing of health services; practice management; dental,FEB,2017,
A Randomized Double-Masked Clinical Trial Comparing Four Periodontitis Treatment Strategies: 5-Year Tooth Loss Results,Anti-bacterial agents; dental scaling; metronidazole; periodontal debridement; tooth extraction; tooth loss,FEB,2017,
Derivation and Validation of the Periodontal and Tooth Profile Classification System for Patient Stratification,Classification; diagnosis; epidemiology; gingivitis; periodontitis; prognosis,FEB,2017,
Oral Health-Related Quality of Life Before and After Treatment of Dentin Hypersensitivity With Cyanoacrylate and Laser,Controlled clinical trials; cyanoacrylates; dentin desensitizing agents; dentin sensitivity; lasers; quality of life,FEB,2017,
Correction of Buccal Dehiscence During Immediate Implant Placement Using the Flapless Technique: A Tomographic Evaluation,Bone regeneration; guided tissue regeneration; immediate dental implant loading,FEB,2017,
Low Biofilm Lysine Content in Refractory Chronic Periodontitis,Biofilms; carboxy-lyase; host-parasite interactions; microbiology; periodontal diseases; smoking,FEB,2017,
Microbial Characteristics of Peri-Implantitis: A Case-Control Study,Bacteria; case-control studies; dental implants; infection; microbiology; periodontal diseases,FEB,2017,
Peptide 19 of Porphyromonas gingivalis Heat Shock Protein Is a Potent Inducer of Low-Density Lipoprotein Oxidation,Atherosclerosis; cardiovascular diseases; periodontitis; Porphyromonas gingivalis,FEB,2017,
Investigating the Effects of Systemically Administered Strontium Ranelate on Alveolar Bone Loss Histomorphometrically and Histopathologically on Experimental Periodontitis in Rats,Osteoblasts; osteoclasts; pathology; periodontal diseases; periodontitis; strontium,FEB,2017,
A Novel Rat Model of Polymicrobial Peri-Implantitis: A Preliminary Study,Coinfection; dental implants; peri-implantitis; Porphyromonas gingivalis; Tannerella forsythia; Treponema denticola,FEB,2017,
Decrease of Pericytes is Associated With Liver Disease Caused by Ligature-Induced Periodontitis in Rats,Fatty Liver; histology; non-alcoholic fatty liver; oral medicine; oxidative stress; risk factors,FEB,2017,
AAP President's Address,,FEB,2017,
Online Reviews and Other Digital Marketing Strategies,Leadership; marketing; referral; social marketing; social media,FEB,2017,
Inhibition of Periodontitis Induction Using a Stimuli-Responsive Hydrogel Carrying Naringin,Chitosan; drug delivery systems; flavonoids; inflammation; periodontitis,FEB,2017,
Benefits of Bifidobacterium animalis subsp lactis Probiotic in Experimental Periodontitis,Alveolar bone loss; Bifidobacterium; periodontal attachment loss; periodontitis; probiotics; rats,FEB,2017,
The Proteolytic Activity of Porphyromonas gingivalis Is Critical in a Murine Model of Periodontitis,Epithelial cells; mice; periodontitis; Porphyromonas gingivalis; tight junctions; virulence,FEB,2017,
